id,sku,name,en description,,es description
12814,JS4B329,Single Floor Mount Rack,"<p>Mild Steel Single Floor Mount Rack in a Galvanised Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12812,JS4B327,Single Floor Mount Rack,"<p>Mild Steel Single Floor Mount Rack in a Galvanised Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12816,JS4B331,Single Floor Mount Rack,"<p>Mild Steel Single Floor Mount Rack in a Galvanised Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12815,JS4B330,Single Floor Mount Rack,"<p>Mild Steel Single Floor Mount Rack in a Rilsan Black Nylon Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12813,JS4B328,Single Floor Mount Rack,"<p>Mild Steel Single Floor Mount Rack in a Rilsan Black Nylon Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12817,JS4B332,Single Floor Mount Rack,"<p>Mild Steel Single Floor Mount Rack in a Rilsan Black Nylon Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12469,JS2C219,Slope Bolt Down,"<p>Mild Steel Slope Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12468,JS2C218,Slope Bolt Down,"<p>Mild Steel Slope Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12467,JS2C217,Slope Bolt Down,"<p>Mild Steel Slope Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12466,JS2C216,Slope Submerged,"<p>Mild Steel Slope Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12465,JS2C215,Slope Submerged,"<p>Mild Steel Slope Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12464,JS2C214,Slope Submerged,"<p>Mild Steel Slope Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12407,JS2C157,Tall and Narrow Bolt Down,"<p>Mild Steel Tall and Narrow Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12406,JS2C156,Tall and Narrow Bolt Down,"<p>Mild Steel Tall and Narrow Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12405,JS2C155,Tall and Narrow Bolt Down,"<p>Mild Steel Tall and Narrow Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12404,JS2C154,Tall and Narrow Submerged,"<p>Mild Steel Tall and Narrow Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12403,JS2C153,Tall and Narrow Submerged,"<p>Mild Steel Tall and Narrow Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12402,JS2C152,Tall and Narrow Submerged,"<p>Mild Steel Tall and Narrow Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12413,JS2C163,Tall and Wide Bolt Down,"<p>Mild Steel Tall and Wide Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12412,JS2C162,Tall and Wide Bolt Down,"<p>Mild Steel Tall and Wide Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12411,JS2C161,Tall and Wide Bolt Down,"<p>Mild Steel Tall and Wide Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12410,JS2C160,Tall and Wide Submerged,"<p>Mild Steel Tall and Wide Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12409,JS2C159,Tall and Wide Submerged,"<p>Mild Steel Tall and Wide Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12408,JS2C158,Tall and Wide Submerged,"<p>Mild Steel Tall and Wide Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12395,JS2C145,Tall Hoop Bolt Down,"<p>Mild Steel Tall Hoop Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12394,JS2C144,Tall Hoop Bolt Down,"<p>Mild Steel Tall Hoop Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12392,JS2C142,Tall Hoop Bolt Down,"<p>Mild Steel Tall Hoop Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12391,JS2C141,Tall Hoop Submerged,"<p>Mild Steel Tall Hoop Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12390,JS2C140,Tall Hoop Submerged,"<p>Mild Steel Tall Hoop Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12388,JS2C138,Tall Hoop Submerged,"<p>Mild Steel Tall Hoop Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12850,JS4B365,Telescopic Bollard,"<p>Mild Steel Telescopic Bollard in a Galvanised Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12848,JS4B363,Telescopic Bollard,"<p>Mild Steel Telescopic Bollard in a Galvanised Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12852,JS4B367,Telescopic Bollard,"<p>Mild Steel Telescopic Bollard in a Galvanised Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12439,JS2C189,Theta Bolt Down,"<p>Mild Steel Theta Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12438,JS2C188,Theta Bolt Down,"<p>Mild Steel Theta Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12437,JS2C187,Theta Bolt Down,"<p>Mild Steel Theta Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12436,JS2C186,Theta Submerged,"<p>Mild Steel Theta Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12435,JS2C185,Theta Submerged,"<p>Mild Steel Theta Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12434,JS2C184,Theta Submerged,"<p>Mild Steel Theta Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12549,JS2C299,Toast Rack Fully Welded,"<p>Mild Steel Toast Rack Fully Welded Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12506,JS2C256,Toast Rack Self Assembly ,"<p>Mild Steel Toast Rack Self Assembly Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12427,JS2C177,Tough Love Bolt Down,"<p>Mild Steel Tough Love Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12426,JS2C176,Tough Love Bolt Down,"<p>Mild Steel Tough Love Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12425,JS2C175,Tough Love Bolt Down,"<p>Mild Steel Tough Love Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12424,JS2C174,Tough Love Submerged,"<p>Mild Steel Tough Love Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12423,JS2C173,Tough Love Submerged,"<p>Mild Steel Tough Love Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12422,JS2C172,Tough Love Submerged,"<p>Mild Steel Tough Love Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12445,JS2C195,Tulip Bolt Down,"<p>Mild Steel Tulip Bolt Down Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12444,JS2C194,Tulip Bolt Down,"<p>Mild Steel Tulip Bolt Down Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12443,JS2C193,Tulip Bolt Down,"<p>Mild Steel Tulip Bolt Down Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand comes with a flange on the bottom of the stand for bolting down to the floor.</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12442,JS2C192,Tulip Submerged,"<p>Mild Steel Tulip Submerged Cycle Stand in a Galvanised and Powder Coated Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12441,JS2C191,Tulip Submerged,"<p>Mild Steel Tulip Submerged Cycle Stand in a Galvanised Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12440,JS2C190,Tulip Submerged,"<p>Mild Steel Tulip Submerged Cycle Stand in a Rilsan Black Nylon Finish</p>
<p>This cycle stand is suited for submerging into the floor for a seamless look and finish</p>
<p>Great for locations that want more than a normal stand</p><p>This stand is available in a Bolt Down and a Submerged Variation</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12808,JS4B323,Wall Rack Butterfly,"<p>Mild Steel Wall Rack Butterfly Bollard in a Galvanised Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12806,JS4B321,Wall Rack Butterfly,"<p>Mild Steel Wall Rack Butterfly Bollard in a Galvanised Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12810,JS4B325,Wall Rack Butterfly,"<p>Mild Steel Wall Rack Butterfly Bollard in a Galvanised Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12809,JS4B324,Wall Rack Butterfly,"<p>Mild Steel Wall Rack Butterfly Bollard in a Rilsan Black Nylon Finish</p>
<p>This bollard comes with a flange on the bottom of the stand for bolting down to the floor.</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12807,JS4B322,Wall Rack Butterfly,"<p>Mild Steel Wall Rack Butterfly Bollard in a Rilsan Black Nylon Finish</p>
<p>This bollard is suited for submerging into the floor for a seamless look and finish</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
12811,JS4B326,Wall Rack Butterfly,"<p>Mild Steel Wall Rack Butterfly Bollard in a Rilsan Black Nylon Finish</p>
<p>This bollard is to suit Ground Sockets, these are sold separately</p><p>This bollard is available in Bolt Down, Ground Socket and a Submerged variations</p><p><strong>Due to manufacturing processes, this product has a minimum order quantity of 10 items</strong></p>",,
3387,JS-DF23M,Floor Mounted Door Stop,"<p>Mirror Polished Stainless Steel Floor Door Stop.</p>
<p>Used for stopping doors from opening too far</p>",,
730,JSV34,Mesh Vent,"<p>Mirror Polished Stainless Steel Mesh Vent.</p>
<p>This vent comes as standard with fly mesh, perfect for airvents on kitchens or bathrooms</p>",,
3360,JS-DF10S,Oval Cut Out Escutcheon,"<p>Oval Cut Out Escutcheon.</p>
<p>Perfect for tidying up a lock hole or cylinder</p>",,
1099,JSLA37,Flat-back Glass Adapter,<p>Perfect for use in conjunction with out round back glass clamps and tube to continue a glass installation across a wall or joist</p>,,
753,JSVR07,Round Louvre Ventilation Grille,<p>Round Louvre Ventilation Grille with mesh</p> <p>These vents can be used for most applications</p>,,
747,JSVR01,Round Ventilation Grille,"<p>Round Ventilation Grille</p> <p>We are able to get this style of vents cut at other sizes, please let us know what size you require</p> <p>This vent can be supplied with mesh, please call us on 0117 937 2846 for prices</p>",,
3408,JSDF37,Bumper Door Stop,"<p>Satin Polished Stainless Steel Bumper Door Stop.</p>
<p>Used for stopping doors from opening too far</p>",,
3407,JSDF36,Flat Circle Door Stop,"<p>Satin Polished Stainless Steel Flat Circle Door Stop.</p>
<p>Used for stopping doors from opening too far</p>",,
3386,JS-DF23S,Floor Mounted Door Stop,"<p>Satin Polished Stainless Steel Floor Door Stop.</p>
<p>Used for stopping doors from opening too far</p>",,
3409,JSDF38,Wedged Circle Door Stop,"<p>Satin polished Stainless Steel Wedged Circle Door Stop.</p>
<p>Perfect for floors where the door needs to be stopped at a certain angle.</p>
<p>Door Stops are also available in other styles</p>",,
3341,JSCH05,Barrel Bolt,"<p>Small mirror polished barrel bolt.</p>
<p>Perfect for small doors or gates</p>",,
210,JSGC05,Socket Wrench,<p>Socket Wrench.</p> <p>This socket wrench is the correct size to fit the 10mm socket for fixing the glass clamps with the recommended fixings</p>,,
385,JSKL03M,Sprung Arched Lever,"<p>Sprung Arched Lever on Round Rose.</p> <p>Perfect for public or office doors where ergonomics is important</p> <p>This door handle has a cover to hide all fixings and is suitable for all domestic, commercial and industrial use</p> <p>Some unseen parts are made from zinc plated steel and brass</p>",,
388,JSKL04S,Sprung Mitred Lever,"<p>Sprung Arched Lever on Round Rose.</p> <p>Perfect for public or office doors where ergonomics is important</p> <p>This door handle has a cover to hide all fixings and is suitable for all domestic, commercial and industrial use</p><p>Some unseen parts are made from zinc plated steel and brass</p>",,
3394,JS-DF27M,Sprung Exterior Letter Plate (Fits our interior letter plate),"<p>Sprung Exterior Letter Plate</p>
<p>This fits our interior letter plate, part number JS-DF28M</p>",,
3395,JS-DF27S,Sprung Exterior Letter Plate (Fits our interior letter plate),"<p>Sprung Exterior Letter Plate</p>
<p>This fits our interior letter plate, part number JS-DF28S</p>",,
382,JSKL01S,Sprung Safety Lever,"<p>Sprung Safety Lever on Round Rose.</p> <p>Perfect for public or office doors where ergonomics is important</p> <p>This door handle has a cover to hide all fixings and is suitable for all domestic, commercial and industrial use</p> <p>Some unseen parts are made from zinc plated steel and brass</p>",,
381,JSKL01M,Sprung Safety Lever,"<p>Sprung Safety Lever on Round Rose.</p> <p>Perfect for public or office doors where ergonomics is important</p> <p>This door handle has a cover to hide all fixings and is suitable for all domestic, commercial and industrial use</p><p>Some unseen parts are made from zinc plated steel and brass</p>",,
695,JSV09,Square Louvre Ventilation Grille,"<p>Square Louvre Ventilation Grille</p> <p>Our vents come with fixing holes and can be supplied with Fly Mesh, please contact us for pricing on mesh.</p> <p>We are able to custom make Louvre Ventilation Grilles, please call us on 0117 937 2846 for more information</p>",,
696,JSV10,Ventilation Grille,"<p>Square Ventilation Grille</p> <p>We are able to get this style of vents cut at other sizes, please let us know what size you require</p> <p>This vent can be supplied with mesh, please call us on 0117 937 2846 for prices</p>",,
745,JSVG11,"Square Wall Outlet Vent, with gravity flaps","<p>Square Wall Outlet Vent with gravity flaps.</p> <p>Perfect for exterior venting where wind need to be stopped from coming back into the building</p> <p>This vent suits a 4"" ducting tube.</p>",,
746,JSVG12,"Square Wall Outlet Vent, with gravity flaps","<p>Square Wall Outlet Vent with gravity flaps.</p> <p>Perfect for exterior venting where wind need to be stopped from coming back into the building</p> <p>This vent suits a 5"" ducting tube.</p>",,
1031,JSLB17,110° Bow Form,"<p>Stainless Steel 110&deg; Bow Form to suit &oslash;25.4 x 1.5mm tube.</p>
<p>&oslash;25.4mm tube is most commonly used on boats due being 316 grade Stainless Steel.</p>",,
1093,JSLT04,Stainless Steel Bar,"<p>Stainless Steel 12mm Bar</p>
<p>For use with our bar sockets to create a strong handrail system that doesn't require wire or glass</p>",,
1581,JS3PB120,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 100-120mm</p>",,
1580,JS3PB130,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 110-130mm</p>",,
1579,JS3PB140,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 120-140mm</p>",,
1578,JS3PB150,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 130-150mm</p>",,
1577,JS3PB160,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 140-160mm</p>",,
1576,JS3PB170,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 150-170mm</p>",,
1593,JS3PB27,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 16-27mm</p>",,
1575,JS3PB180,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 160-180mm</p>",,
1574,JS3PB190,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 170-190mm</p>",,
1573,JS3PB200,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 180-200mm</p>",,
1572,JS3PB210,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 190-210mm</p>",,
1592,JS3PB32,12mm wide Worm Drive Hose Clamp,"<p>Stainless Steel 12mm wide Worm Drive Hose Clamp, also known as Jubilee clips.</p>
<p>This hose clamp can go from 20-32mm</p>",,
